  M1  |  M2  |  M   |  T  
    9 |   28 |   14 | 252
    9 |   28 |   28 | 252
   11 |   28 |    2 | 308
   11 |   28 |    4 | 308
   11 |   28 |    7 | 308
   11 |   28 |   11 | 308
   11 |   28 |   14 | 308
   11 |   28 |   28 | 308
   13 |   28 |    2 | 364
   13 |   28 |    4 | 364
   13 |   28 |    7 | 364
   13 |   28 |   13 | 364
   13 |   28 |   14 | 364
   13 |   28 |   28 | 364
   15 |   28 |    2 | 420
   15 |   28 |    3 | 420
   15 |   28 |    4 | 420
   15 |   28 |    5 | 420
   15 |   28 |    7 | 420
   15 |   28 |   14 | 420
   15 |   28 |   15 | 420
   15 |   28 |   28 | 420
   17 |   28 |    2 | 476
   17 |   28 |    4 | 476
   17 |   28 |    7 | 476
   17 |   28 |   14 | 476
   17 |   28 |   17 | 476
   17 |   28 |   28 | 476
   18 |   28 |    2 | 252
   19 |   28 |    2 | 532
   19 |   28 |    4 | 532
   19 |   28 |    7 | 532
   19 |   28 |   14 | 532
   19 |   28 |   19 | 532
   19 |   28 |   28 | 532
   23 |   28 |    2 | 644
   23 |   28 |    4 | 644
   23 |   28 |    7 | 644
   23 |   28 |   14 | 644
   23 |   28 |   23 | 644
   23 |   28 |   28 | 644
   25 |   28 |    2 | 700
   25 |   28 |    4 | 700
   25 |   28 |    5 | 700
   25 |   28 |    7 | 700
   25 |   28 |   14 | 700
   25 |   28 |   25 | 700
   25 |   28 |   28 | 700
   27 |   28 |    2 | 756
   27 |   28 |    3 | 756
   27 |   28 |    4 | 756
   27 |   28 |    7 | 756
   27 |   28 |    9 | 756
   27 |   28 |   14 | 756
   27 |   28 |   27 | 756
   27 |   28 |   28 | 756
   28 |   28 |    2 | 28
   29 |   28 |    2 | 812
   29 |   28 |    4 | 812
   29 |   28 |    7 | 812
   29 |   28 |   14 | 812
   29 |   28 |   28 | 812
   29 |   28 |   29 | 812
   30 |   28 |    3 | 420
   31 |   28 |    2 | 868
   31 |   28 |    4 | 868
   31 |   28 |    7 | 868
   31 |   28 |   14 | 868
   31 |   28 |   28 | 868
   31 |   28 |   31 | 868
   33 |   28 |    2 | 924
   33 |   28 |    3 | 924
   33 |   28 |    4 | 924
   33 |   28 |    7 | 924
   33 |   28 |   11 | 924
   33 |   28 |   14 | 924
   33 |   28 |   28 | 924
   33 |   28 |   33 | 924
   36 |   28 |    3 | 252
   37 |   28 |    2 | 1036
   37 |   28 |    4 | 1036
   37 |   28 |    7 | 1036
   37 |   28 |   14 | 1036
   37 |   28 |   28 | 1036
   37 |   28 |   37 | 1036
   39 |   28 |    2 | 1092
   39 |   28 |    3 | 1092
   39 |   28 |    4 | 1092
   39 |   28 |    7 | 1092
   39 |   28 |   13 | 1092
   39 |   28 |   14 | 1092
   39 |   28 |   28 | 1092
   39 |   28 |   39 | 1092
   41 |   28 |    2 | 1148
   41 |   28 |    4 | 1148
   41 |   28 |    7 | 1148
   41 |   28 |   14 | 1148
   41 |   28 |   28 | 1148
   41 |   28 |   41 | 1148
   43 |   28 |    2 | 1204
   43 |   28 |    4 | 1204
   43 |   28 |    7 | 1204
   43 |   28 |   14 | 1204
   43 |   28 |   28 | 1204
   43 |   28 |   43 | 1204
   44 |   28 |    2 | 308
   45 |   28 |    2 | 1260
   45 |   28 |    3 | 1260
   45 |   28 |    4 | 1260
   45 |   28 |    5 | 1260
   45 |   28 |    7 | 1260
   45 |   28 |    9 | 1260
   45 |   28 |   14 | 1260
   45 |   28 |   15 | 1260
   45 |   28 |   28 | 1260
   45 |   28 |   45 | 1260
   46 |   28 |    2 | 644
   47 |   28 |    2 | 1316
   47 |   28 |    4 | 1316
   47 |   28 |    7 | 1316
   47 |   28 |   14 | 1316
   47 |   28 |   28 | 1316
   47 |   28 |   47 | 1316
    1 |   29 |   29 | 29
    2 |   29 |    2 | 58
    2 |   29 |   29 | 58
    3 |   29 |    3 | 87
    3 |   29 |   29 | 87
    4 |   29 |    2 | 116
    4 |   29 |    4 | 116
    4 |   29 |   29 | 116
    5 |   29 |    5 | 145
    5 |   29 |   29 | 145
    6 |   29 |    2 | 174
    6 |   29 |    3 | 174
    6 |   29 |    6 | 174
    6 |   29 |   29 | 174
    7 |   29 |    7 | 203
    7 |   29 |   29 | 203
    8 |   29 |    2 | 232
    8 |   29 |    4 | 232
    8 |   29 |    8 | 232
    8 |   29 |   29 | 232
    9 |   29 |    3 | 261
    9 |   29 |    9 | 261
    9 |   29 |   29 | 261
   10 |   29 |    2 | 290
   10 |   29 |    5 | 290
   10 |   29 |   10 | 290
   10 |   29 |   29 | 290
   11 |   29 |   11 | 319
   11 |   29 |   29 | 319
   12 |   29 |    2 | 348
   12 |   29 |    3 | 348
   12 |   29 |    4 | 348
   12 |   29 |    6 | 348
   12 |   29 |   12 | 348
   12 |   29 |   29 | 348
   13 |   29 |   13 | 377
   13 |   29 |   29 | 377
   14 |   29 |    2 | 406
   14 |   29 |    7 | 406
   14 |   29 |   14 | 406
   14 |   29 |   29 | 406
   15 |   29 |    3 | 435
   15 |   29 |    5 | 435
   15 |   29 |   15 | 435
   15 |   29 |   29 | 435
   16 |   29 |    2 | 464
   16 |   29 |    4 | 464
   16 |   29 |    8 | 464
   16 |   29 |   16 | 464
   16 |   29 |   29 | 464
   17 |   29 |   17 | 493
   17 |   29 |   29 | 493
   18 |   29 |    2 | 522
   18 |   29 |    3 | 522
   18 |   29 |    6 | 522
   18 |   29 |    9 | 522
   18 |   29 |   18 | 522
   18 |   29 |   29 | 522
   19 |   29 |   19 | 551
   19 |   29 |   29 | 551
   20 |   29 |    2 | 580
   20 |   29 |    4 | 580
   20 |   29 |    5 | 580
   20 |   29 |   10 | 580
   20 |   29 |   20 | 580
   20 |   29 |   29 | 580
   21 |   29 |    3 | 609
   21 |   29 |    7 | 609
   21 |   29 |   21 | 609
   21 |   29 |   29 | 609
   22 |   29 |    2 | 638
   22 |   29 |   11 | 638
   22 |   29 |   22 | 638
   22 |   29 |   29 | 638
   23 |   29 |   23 | 667
   23 |   29 |   29 | 667
   24 |   29 |    2 | 696
   24 |   29 |    3 | 696
   24 |   29 |    4 | 696
   24 |   29 |    6 | 696
   24 |   29 |    8 | 696
   24 |   29 |   12 | 696
   24 |   29 |   24 | 696
   24 |   29 |   29 | 696
   25 |   29 |    5 | 725
   25 |   29 |   25 | 725
   25 |   29 |   29 | 725
   26 |   29 |    2 | 754
   26 |   29 |   13 | 754
   26 |   29 |   26 | 754
   26 |   29 |   29 | 754
   27 |   29 |    3 | 783
   27 |   29 |    9 | 783
   27 |   29 |   27 | 783
   27 |   29 |   29 | 783
   28 |   29 |    2 | 812
   28 |   29 |    4 | 812
   28 |   29 |    7 | 812
   28 |   29 |   14 | 812
   28 |   29 |   28 | 812
   28 |   29 |   29 | 812
   30 |   29 |    2 | 870
   30 |   29 |    3 | 870
   30 |   29 |    5 | 870
   30 |   29 |    6 | 870
   30 |   29 |   10 | 870
   30 |   29 |   15 | 870
   30 |   29 |   29 | 870
   30 |   29 |   30 | 870
   31 |   29 |   29 | 899
   31 |   29 |   31 | 899
   32 |   29 |    2 | 928
   32 |   29 |    4 | 928
   32 |   29 |    8 | 928
   32 |   29 |   16 | 928
   32 |   29 |   29 | 928
   32 |   29 |   32 | 928
   33 |   29 |    3 | 957
   33 |   29 |   11 | 957
   33 |   29 |   29 | 957
   33 |   29 |   33 | 957
   34 |   29 |    2 | 986
   34 |   29 |   17 | 986
   34 |   29 |   29 | 986
   34 |   29 |   34 | 986
   35 |   29 |    5 | 1015
   35 |   29 |    7 | 1015
   35 |   29 |   29 | 1015
   35 |   29 |   35 | 1015
   36 |   29 |    2 | 1044
   36 |   29 |    3 | 1044
   36 |   29 |    4 | 1044
   36 |   29 |    6 | 1044
   36 |   29 |    9 | 1044
   36 |   29 |   12 | 1044
   36 |   29 |   18 | 1044
   36 |   29 |   29 | 1044
   36 |   29 |   36 | 1044
   37 |   29 |   29 | 1073
   37 |   29 |   37 | 1073
   38 |   29 |    2 | 1102
   38 |   29 |   19 | 1102
   38 |   29 |   29 | 1102
   38 |   29 |   38 | 1102
   39 |   29 |    3 | 1131
   39 |   29 |   13 | 1131
   39 |   29 |   29 | 1131
   39 |   29 |   39 | 1131
   40 |   29 |    2 | 1160
   40 |   29 |    4 | 1160
   40 |   29 |    5 | 1160
   40 |   29 |    8 | 1160
   40 |   29 |   10 | 1160
   40 |   29 |   20 | 1160
   40 |   29 |   29 | 1160
   40 |   29 |   40 | 1160
   41 |   29 |   29 | 1189
   41 |   29 |   41 | 1189
   42 |   29 |    2 | 1218
   42 |   29 |    3 | 1218
   42 |   29 |    6 | 1218
   42 |   29 |    7 | 1218
   42 |   29 |   14 | 1218
   42 |   29 |   21 | 1218
   42 |   29 |   29 | 1218
   42 |   29 |   42 | 1218
   43 |   29 |   29 | 1247
   43 |   29 |   43 | 1247
   44 |   29 |    2 | 1276
   44 |   29 |    4 | 1276
   44 |   29 |   11 | 1276
   44 |   29 |   22 | 1276
   44 |   29 |   29 | 1276
   44 |   29 |   44 | 1276
   45 |   29 |    3 | 1305
   45 |   29 |    5 | 1305
   45 |   29 |    9 | 1305
   45 |   29 |   15 | 1305
   45 |   29 |   29 | 1305
   45 |   29 |   45 | 1305
   46 |   29 |    2 | 1334
   46 |   29 |   23 | 1334
   46 |   29 |   29 | 1334
   46 |   29 |   46 | 1334
   47 |   29 |   29 | 1363
   47 |   29 |   47 | 1363
   48 |   29 |    2 | 1392
   48 |   29 |    3 | 1392
   48 |   29 |    4 | 1392
   48 |   29 |    6 | 1392
   48 |   29 |    8 | 1392
   48 |   29 |   12 | 1392
   48 |   29 |   16 | 1392
   48 |   29 |   24 | 1392
   48 |   29 |   29 | 1392
   48 |   29 |   48 | 1392
   49 |   29 |    7 | 1421
   49 |   29 |   29 | 1421
   49 |   29 |   49 | 1421
    1 |   30 |    2 | 30
    1 |   30 |    3 | 30
    1 |   30 |    5 | 30
    1 |   30 |    6 | 30
    1 |   30 |   10 | 30
    1 |   30 |   15 | 30
    1 |   30 |   30 | 30
    4 |   30 |    2 | 60
    5 |   30 |    2 | 30
    7 |   30 |    2 | 210
    7 |   30 |    3 | 210
    7 |   30 |    5 | 210
    7 |   30 |    6 | 210
    7 |   30 |    7 | 210
    7 |   30 |   10 | 210
    7 |   30 |   15 | 210
    7 |   30 |   30 | 210
    9 |   30 |    2 | 90
   11 |   30 |    2 | 330
   11 |   30 |    3 | 330
   11 |   30 |    5 | 330
   11 |   30 |    6 | 330
   11 |   30 |   10 | 330
   11 |   30 |   11 | 330
   11 |   30 |   15 | 330
   11 |   30 |   30 | 330
   13 |   30 |    2 | 390
   13 |   30 |    3 | 390
   13 |   30 |    5 | 390
   13 |   30 |    6 | 390
   13 |   30 |   10 | 390
   13 |   30 |   13 | 390
   13 |   30 |   15 | 390
   13 |   30 |   30 | 390
   17 |   30 |    2 | 510
   17 |   30 |    3 | 510
   17 |   30 |    5 | 510
   17 |   30 |    6 | 510
   17 |   30 |   10 | 510
   17 |   30 |   15 | 510
   17 |   30 |   17 | 510
   17 |   30 |   30 | 510
   19 |   30 |    2 | 570
   19 |   30 |    3 | 570
   19 |   30 |    5 | 570
   19 |   30 |    6 | 570
   19 |   30 |   10 | 570
   19 |   30 |   15 | 570
   19 |   30 |   19 | 570
   19 |   30 |   30 | 570
   20 |   30 |    2 | 60
   23 |   30 |    2 | 690
   23 |   30 |    3 | 690
   23 |   30 |    5 | 690
   23 |   30 |    6 | 690
   23 |   30 |   10 | 690
   23 |   30 |   15 | 690
   23 |   30 |   23 | 690
   23 |   30 |   30 | 690
   29 |   30 |    2 | 870
   29 |   30 |    3 | 870
   29 |   30 |    5 | 870
   29 |   30 |    6 | 870
   29 |   30 |   10 | 870
   29 |   30 |   15 | 870
   29 |   30 |   29 | 870
   29 |   30 |   30 | 870
   31 |   30 |    2 | 930
   31 |   30 |    3 | 930
   31 |   30 |    5 | 930
   31 |   30 |    6 | 930
   31 |   30 |   10 | 930
   31 |   30 |   15 | 930
   31 |   30 |   30 | 930
   31 |   30 |   31 | 930
   32 |   30 |    2 | 480
   33 |   30 |    2 | 330
   37 |   30 |    2 | 1110
   37 |   30 |    3 | 1110
   37 |   30 |    5 | 1110
   37 |   30 |    6 | 1110
   37 |   30 |   10 | 1110
   37 |   30 |   15 | 1110
   37 |   30 |   30 | 1110
   37 |   30 |   37 | 1110
   41 |   30 |    2 | 1230
   41 |   30 |    3 | 1230
   41 |   30 |    5 | 1230
   41 |   30 |    6 | 1230
   41 |   30 |   10 | 1230
   41 |   30 |   15 | 1230
   41 |   30 |   30 | 1230
   41 |   30 |   41 | 1230
   43 |   30 |    2 | 1290
   43 |   30 |    3 | 1290
   43 |   30 |    5 | 1290
   43 |   30 |    6 | 1290
   43 |   30 |   10 | 1290
   43 |   30 |   15 | 1290
   43 |   30 |   30 | 1290
   43 |   30 |   43 | 1290
   44 |   30 |    2 | 660
   47 |   30 |    2 | 1410
   47 |   30 |    3 | 1410
   47 |   30 |    5 | 1410
   47 |   30 |    6 | 1410
   47 |   30 |   10 | 1410
   47 |   30 |   15 | 1410
   47 |   30 |   30 | 1410
   47 |   30 |   47 | 1410
   49 |   30 |    2 | 1470
   49 |   30 |    3 | 1470
   49 |   30 |    5 | 1470
   49 |   30 |    6 | 1470
   49 |   30 |    7 | 1470
   49 |   30 |   10 | 1470
   49 |   30 |   15 | 1470
   49 |   30 |   30 | 1470
   49 |   30 |   49 | 1470
    1 |   31 |   31 | 31
    2 |   31 |    2 | 62
    2 |   31 |   31 | 62
    3 |   31 |    3 | 93
    3 |   31 |   31 | 93
    4 |   31 |    2 | 124
    4 |   31 |    4 | 124
    4 |   31 |   31 | 124
    5 |   31 |    5 | 155
    5 |   31 |   31 | 155
    6 |   31 |    2 | 186
    6 |   31 |    3 | 186
    6 |   31 |    6 | 186
    6 |   31 |   31 | 186
    7 |   31 |    7 | 217
    7 |   31 |   31 | 217
    8 |   31 |    2 | 248
    8 |   31 |    4 | 248
    8 |   31 |    8 | 248
    8 |   31 |   31 | 248
    9 |   31 |    3 | 279
    9 |   31 |    9 | 279
    9 |   31 |   31 | 279
   10 |   31 |    2 | 310
   10 |   31 |    5 | 310
   10 |   31 |   10 | 310
   10 |   31 |   31 | 310
   11 |   31 |   11 | 341
   11 |   31 |   31 | 341
   12 |   31 |    2 | 372
   12 |   31 |    3 | 372
   12 |   31 |    4 | 372
   12 |   31 |    6 | 372
   12 |   31 |   12 | 372
   12 |   31 |   31 | 372
   13 |   31 |   13 | 403
   13 |   31 |   31 | 403
   14 |   31 |    2 | 434
   14 |   31 |    7 | 434
   14 |   31 |   14 | 434
   14 |   31 |   31 | 434
   15 |   31 |    3 | 465
   15 |   31 |    5 | 465
   15 |   31 |   15 | 465
   15 |   31 |   31 | 465
   16 |   31 |    2 | 496
   16 |   31 |    4 | 496
   16 |   31 |    8 | 496
   16 |   31 |   16 | 496
   16 |   31 |   31 | 496
   17 |   31 |   17 | 527
   17 |   31 |   31 | 527
   18 |   31 |    2 | 558
   18 |   31 |    3 | 558
   18 |   31 |    6 | 558
   18 |   31 |    9 | 558
   18 |   31 |   18 | 558
   18 |   31 |   31 | 558
   19 |   31 |   19 | 589
   19 |   31 |   31 | 589
   20 |   31 |    2 | 620
   20 |   31 |    4 | 620
   20 |   31 |    5 | 620
   20 |   31 |   10 | 620
   20 |   31 |   20 | 620
   20 |   31 |   31 | 620
   21 |   31 |    3 | 651
   21 |   31 |    7 | 651
   21 |   31 |   21 | 651
   21 |   31 |   31 | 651
   22 |   31 |    2 | 682
   22 |   31 |   11 | 682
   22 |   31 |   22 | 682
   22 |   31 |   31 | 682
   23 |   31 |   23 | 713
   23 |   31 |   31 | 713
   24 |   31 |    2 | 744
   24 |   31 |    3 | 744
   24 |   31 |    4 | 744
   24 |   31 |    6 | 744
   24 |   31 |    8 | 744
   24 |   31 |   12 | 744
   24 |   31 |   24 | 744
   24 |   31 |   31 | 744
   25 |   31 |    5 | 775
   25 |   31 |   25 | 775
   25 |   31 |   31 | 775
   26 |   31 |    2 | 806
   26 |   31 |   13 | 806
   26 |   31 |   26 | 806
   26 |   31 |   31 | 806
   27 |   31 |    3 | 837
   27 |   31 |    9 | 837
   27 |   31 |   27 | 837
   27 |   31 |   31 | 837
   28 |   31 |    2 | 868
   28 |   31 |    4 | 868
   28 |   31 |    7 | 868
   28 |   31 |   14 | 868
   28 |   31 |   28 | 868
   28 |   31 |   31 | 868
   29 |   31 |   29 | 899
   29 |   31 |   31 | 899
   30 |   31 |    2 | 930
   30 |   31 |    3 | 930
   30 |   31 |    5 | 930
   30 |   31 |    6 | 930
   30 |   31 |   10 | 930
   30 |   31 |   15 | 930
   30 |   31 |   30 | 930
   30 |   31 |   31 | 930
   32 |   31 |    2 | 992
   32 |   31 |    4 | 992
   32 |   31 |    8 | 992
   32 |   31 |   16 | 992
   32 |   31 |   31 | 992
   32 |   31 |   32 | 992
   33 |   31 |    3 | 1023
   33 |   31 |   11 | 1023
   33 |   31 |   31 | 1023
   33 |   31 |   33 | 1023
   34 |   31 |    2 | 1054
   34 |   31 |   17 | 1054
   34 |   31 |   31 | 1054
   34 |   31 |   34 | 1054
   35 |   31 |    5 | 1085
   35 |   31 |    7 | 1085
   35 |   31 |   31 | 1085
   35 |   31 |   35 | 1085
   36 |   31 |    2 | 1116
   36 |   31 |    3 | 1116
   36 |   31 |    4 | 1116
   36 |   31 |    6 | 1116
   36 |   31 |    9 | 1116
   36 |   31 |   12 | 1116
   36 |   31 |   18 | 1116
   36 |   31 |   31 | 1116
   36 |   31 |   36 | 1116
   37 |   31 |   31 | 1147
   37 |   31 |   37 | 1147
   38 |   31 |    2 | 1178
   38 |   31 |   19 | 1178
   38 |   31 |   31 | 1178
   38 |   31 |   38 | 1178
   39 |   31 |    3 | 1209
   39 |   31 |   13 | 1209
   39 |   31 |   31 | 1209
   39 |   31 |   39 | 1209
   40 |   31 |    2 | 1240
   40 |   31 |    4 | 1240
   40 |   31 |    5 | 1240
   40 |   31 |    8 | 1240
   40 |   31 |   10 | 1240
   40 |   31 |   20 | 1240
   40 |   31 |   31 | 1240
   40 |   31 |   40 | 1240
   41 |   31 |   31 | 1271
   41 |   31 |   41 | 1271
   42 |   31 |    2 | 1302
   42 |   31 |    3 | 1302
   42 |   31 |    6 | 1302
   42 |   31 |    7 | 1302
   42 |   31 |   14 | 1302
   42 |   31 |   21 | 1302
   42 |   31 |   31 | 1302
   42 |   31 |   42 | 1302
   43 |   31 |   31 | 1333
   43 |   31 |   43 | 1333
   44 |   31 |    2 | 1364
   44 |   31 |    4 | 1364
   44 |   31 |   11 | 1364
   44 |   31 |   22 | 1364
   44 |   31 |   31 | 1364
   44 |   31 |   44 | 1364
   45 |   31 |    3 | 1395
   45 |   31 |    5 | 1395
   45 |   31 |    9 | 1395
   45 |   31 |   15 | 1395
   45 |   31 |   31 | 1395
   45 |   31 |   45 | 1395
   46 |   31 |    2 | 1426
   46 |   31 |   23 | 1426
   46 |   31 |   31 | 1426
   46 |   31 |   46 | 1426
   47 |   31 |   31 | 1457
   47 |   31 |   47 | 1457
   48 |   31 |    2 | 1488
   48 |   31 |    3 | 1488
   48 |   31 |    4 | 1488
   48 |   31 |    6 | 1488
   48 |   31 |    8 | 1488
   48 |   31 |   12 | 1488
   48 |   31 |   16 | 1488
   48 |   31 |   24 | 1488
   48 |   31 |   31 | 1488
   48 |   31 |   48 | 1488
   49 |   31 |    7 | 1519
   49 |   31 |   31 | 1519
   49 |   31 |   49 | 1519
    1 |   32 |    2 | 32
    1 |   32 |    4 | 32
    1 |   32 |    8 | 32
    1 |   32 |   16 | 32
    1 |   32 |   32 | 32
    2 |   32 |    2 | 32
    3 |   32 |    2 | 96
    3 |   32 |    3 | 96
    3 |   32 |    4 | 96
    3 |   32 |    8 | 96
    3 |   32 |   16 | 96
    3 |   32 |   32 | 96
    5 |   32 |    2 | 160
    5 |   32 |    4 | 160
    5 |   32 |    5 | 160
    5 |   32 |    8 | 160
    5 |   32 |   16 | 160
    5 |   32 |   32 | 160
    7 |   32 |    2 | 224
    7 |   32 |    4 | 224
    7 |   32 |    7 | 224
    7 |   32 |    8 | 224
    7 |   32 |   16 | 224
    7 |   32 |   32 | 224
    8 |   32 |    2 | 32
    9 |   32 |    2 | 288
    9 |   32 |    3 | 288
    9 |   32 |    4 | 288
    9 |   32 |    8 | 288
    9 |   32 |    9 | 288
    9 |   32 |   16 | 288
    9 |   32 |   32 | 288
   11 |   32 |    2 | 352
   11 |   32 |    4 | 352
   11 |   32 |    8 | 352
   11 |   32 |   11 | 352
   11 |   32 |   16 | 352
   11 |   32 |   32 | 352
   13 |   32 |    2 | 416
   13 |   32 |    4 | 416
   13 |   32 |    8 | 416
   13 |   32 |   13 | 416
   13 |   32 |   16 | 416
   13 |   32 |   32 | 416
   15 |   32 |    2 | 480
   15 |   32 |    3 | 480
   15 |   32 |    4 | 480
   15 |   32 |    5 | 480
   15 |   32 |    8 | 480
   15 |   32 |   15 | 480
   15 |   32 |   16 | 480
   15 |   32 |   32 | 480
   17 |   32 |    2 | 544
   17 |   32 |    4 | 544
   17 |   32 |    8 | 544
   17 |   32 |   16 | 544
   17 |   32 |   17 | 544
   17 |   32 |   32 | 544
   18 |   32 |    3 | 288
   19 |   32 |    2 | 608
   19 |   32 |    4 | 608
   19 |   32 |    8 | 608
   19 |   32 |   16 | 608
   19 |   32 |   19 | 608
   19 |   32 |   32 | 608
   21 |   32 |    2 | 672
   21 |   32 |    3 | 672
   21 |   32 |    4 | 672
   21 |   32 |    7 | 672
   21 |   32 |    8 | 672
   21 |   32 |   16 | 672
   21 |   32 |   21 | 672
   21 |   32 |   32 | 672
   23 |   32 |    2 | 736
   23 |   32 |    4 | 736
   23 |   32 |    8 | 736
   23 |   32 |   16 | 736
   23 |   32 |   23 | 736
   23 |   32 |   32 | 736
   24 |   32 |    2 | 96
   25 |   32 |    2 | 800
   25 |   32 |    4 | 800
   25 |   32 |    5 | 800
   25 |   32 |    8 | 800
   25 |   32 |   16 | 800
   25 |   32 |   25 | 800
   25 |   32 |   32 | 800
   26 |   32 |    2 | 416
   27 |   32 |    2 | 864
   27 |   32 |    3 | 864
   27 |   32 |    4 | 864
   27 |   32 |    8 | 864
   27 |   32 |    9 | 864
   27 |   32 |   16 | 864
   27 |   32 |   27 | 864
   27 |   32 |   32 | 864
   29 |   32 |    2 | 928
   29 |   32 |    4 | 928
   29 |   32 |    8 | 928
   29 |   32 |   16 | 928
   29 |   32 |   29 | 928
   29 |   32 |   32 | 928
   31 |   32 |    2 | 992
   31 |   32 |    4 | 992
   31 |   32 |    8 | 992
   31 |   32 |   16 | 992
   31 |   32 |   31 | 992
   31 |   32 |   32 | 992
   33 |   32 |    2 | 1056
   33 |   32 |    3 | 1056
   33 |   32 |    4 | 1056
   33 |   32 |    8 | 1056
   33 |   32 |   11 | 1056
   33 |   32 |   16 | 1056
   33 |   32 |   32 | 1056
   33 |   32 |   33 | 1056
   35 |   32 |    2 | 1120
   35 |   32 |    4 | 1120
   35 |   32 |    5 | 1120
   35 |   32 |    7 | 1120
   35 |   32 |    8 | 1120
   35 |   32 |   16 | 1120
   35 |   32 |   32 | 1120
   35 |   32 |   35 | 1120
   37 |   32 |    2 | 1184
   37 |   32 |    4 | 1184
   37 |   32 |    8 | 1184
   37 |   32 |   16 | 1184
   37 |   32 |   32 | 1184
   37 |   32 |   37 | 1184
   39 |   32 |    2 | 1248
   39 |   32 |    3 | 1248
   39 |   32 |    4 | 1248
   39 |   32 |    8 | 1248
   39 |   32 |   13 | 1248
   39 |   32 |   16 | 1248
   39 |   32 |   32 | 1248
   39 |   32 |   39 | 1248
   41 |   32 |    2 | 1312
   41 |   32 |    4 | 1312
   41 |   32 |    8 | 1312
   41 |   32 |   16 | 1312
   41 |   32 |   32 | 1312
   41 |   32 |   41 | 1312
   42 |   32 |    2 | 672
   42 |   32 |    4 | 672
   42 |   32 |    8 | 672
   43 |   32 |    2 | 1376
   43 |   32 |    4 | 1376
   43 |   32 |    8 | 1376
   43 |   32 |   16 | 1376
   43 |   32 |   32 | 1376
   43 |   32 |   43 | 1376
   45 |   32 |    2 | 1440
   45 |   32 |    3 | 1440
   45 |   32 |    4 | 1440
   45 |   32 |    5 | 1440
   45 |   32 |    8 | 1440
   45 |   32 |    9 | 1440
   45 |   32 |   15 | 1440
   45 |   32 |   16 | 1440
   45 |   32 |   32 | 1440
   45 |   32 |   45 | 1440
   46 |   32 |    2 | 736
   47 |   32 |    2 | 1504
   47 |   32 |    4 | 1504
   47 |   32 |    8 | 1504
   47 |   32 |   16 | 1504
   47 |   32 |   32 | 1504
   47 |   32 |   47 | 1504
   49 |   32 |    2 | 1568
   49 |   32 |    4 | 1568
   49 |   32 |    7 | 1568
   49 |   32 |    8 | 1568
   49 |   32 |   16 | 1568
   49 |   32 |   32 | 1568
   49 |   32 |   49 | 1568
    1 |   33 |    3 | 33
    1 |   33 |   11 | 33
    1 |   33 |   33 | 33
    2 |   33 |    2 | 66
    2 |   33 |    3 | 66
    2 |   33 |   11 | 66
    2 |   33 |   33 | 66
    4 |   33 |    2 | 132
    4 |   33 |    3 | 132
    4 |   33 |    4 | 132
    4 |   33 |   11 | 132
    4 |   33 |   33 | 132
    5 |   33 |    3 | 165
    5 |   33 |    5 | 165
    5 |   33 |   11 | 165
    5 |   33 |   33 | 165
    6 |   33 |    2 | 66
    7 |   33 |    3 | 231
    7 |   33 |    7 | 231
    7 |   33 |   11 | 231
    7 |   33 |   33 | 231
    8 |   33 |    2 | 264
    8 |   33 |    3 | 264
    8 |   33 |    4 | 264
    8 |   33 |    8 | 264
    8 |   33 |   11 | 264
    8 |   33 |   33 | 264
   10 |   33 |    2 | 330
   10 |   33 |    3 | 330
   10 |   33 |    5 | 330
   10 |   33 |   10 | 330
   10 |   33 |   11 | 330
   10 |   33 |   33 | 330
   13 |   33 |    3 | 429
   13 |   33 |   11 | 429
   13 |   33 |   13 | 429
   13 |   33 |   33 | 429
   14 |   33 |    2 | 462
   14 |   33 |    3 | 462
   14 |   33 |    7 | 462
   14 |   33 |   11 | 462
   14 |   33 |   14 | 462
   14 |   33 |   33 | 462
   16 |   33 |    2 | 528
   16 |   33 |    3 | 528
   16 |   33 |    4 | 528
   16 |   33 |    8 | 528
   16 |   33 |   11 | 528
   16 |   33 |   16 | 528
   16 |   33 |   33 | 528
   17 |   33 |    3 | 561
   17 |   33 |   11 | 561
   17 |   33 |   17 | 561
   17 |   33 |   33 | 561
   19 |   33 |    3 | 627
   19 |   33 |   11 | 627
   19 |   33 |   19 | 627
   19 |   33 |   33 | 627
   20 |   33 |    2 | 660
   20 |   33 |    3 | 660
   20 |   33 |    4 | 660
   20 |   33 |    5 | 660
   20 |   33 |   10 | 660
   20 |   33 |   11 | 660
   20 |   33 |   20 | 660
   20 |   33 |   33 | 660
   23 |   33 |    3 | 759
   23 |   33 |   11 | 759
   23 |   33 |   23 | 759
   23 |   33 |   33 | 759
   24 |   33 |    2 | 264
   25 |   33 |    3 | 825
   25 |   33 |    5 | 825
   25 |   33 |   11 | 825
   25 |   33 |   25 | 825
   25 |   33 |   33 | 825
   26 |   33 |    2 | 858
   26 |   33 |    3 | 858
   26 |   33 |   11 | 858
   26 |   33 |   13 | 858
   26 |   33 |   26 | 858
   26 |   33 |   33 | 858
   28 |   33 |    2 | 924
   28 |   33 |    3 | 924
   28 |   33 |    4 | 924
   28 |   33 |    7 | 924
   28 |   33 |   11 | 924
   28 |   33 |   14 | 924
   28 |   33 |   28 | 924
   28 |   33 |   33 | 924
   29 |   33 |    3 | 957
   29 |   33 |   11 | 957
   29 |   33 |   29 | 957
   29 |   33 |   33 | 957
